RH,Wind,0,3,8,13,18,23,28,33,38,43,48,53,58,63,68,73,78,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0,57,60,64,67,70,73,75,78,80,82,84,86,87,89,90,92,93,93,93,93,94,94,94,94,95,95,95,95,96,96,96,96,96,97,97,98,98
0,4,67,69,72,75,77,79,81,83,85,86,87,89,90,91,92,93,94,94,94,94,95,95,95,95,95,95,96,96,96,96,96,96,97,97,97,98,98
0,14,75,77,79,81,83,84,86,87,88,89,90,91,92,93,94,94,95,95,95,95,95,95,96,96,96,96,96,96,96,96,96,97,97,97,97,98,98
0,29,81,82,84,85,87,88,89,90,91,91,92,93,93,94,95,95,95,96,96,96,96,96,96,96,96,96,96,96,96,97,97,97,97,97,97,98,98
11,0,55,58,62,65,68,71,73,76,78,80,82,84,85,87,88,90,91,91,91,92,92,92,92,93,93,93,93,94,94,94,94,94,95,96,96,97,98
11,4,65,67,70,73,75,77,79,81,83,84,86,87,88,89,90,91,92,92,92,93,93,93,93,93,93,94,94,94,94,94,94,95,95,96,96,97,97
11,14,73,74,77,79,80,82,83,85,86,87,88,89,90,91,92,92,93,93,93,93,93,93,94,94,94,94,94,94,94,94,94,95,95,96,96,97,97
11,29,78,80,82,83,84,86,87,88,88,89,90,91,91,92,92,93,93,93,94,94,94,94,94,94,94,94,94,94,94,94,95,95,95,96,96,96,97
19,0,52,56,59,62,66,68,71,73,76,78,80,82,83,85,86,88,89,89,90,90,90,90,91,91,91,91,92,92,92,92,93,94,94,95,95,96,96
19,4,62,65,68,70,73,75,77,79,80,82,83,85,86,87,88,89,90,90,90,91,91,91,91,91,92,92,92,92,92,92,93,94,94,94,95,95,96
19,14,70,72,74,76,78,80,81,82,84,85,86,87,88,89,89,90,91,91,91,91,91,91,92,92,92,92,92,92,92,92,93,94,94,94,95,95,95
19,29,76,77,79,81,82,83,84,85,86,87,88,89,89,90,90,91,91,91,91,92,92,92,92,92,92,92,92,92,92,92,93,94,94,94,94,95,95
29,0,49,52,56,59,62,65,68,71,73,75,77,79,81,83,84,86,87,87,88,88,88,89,89,89,89,90,90,90,91,92,92,93,93,93,94,94,95
29,4,59,61,64,67,70,72,74,76,78,79,81,82,84,85,86,87,88,88,89,89,89,89,89,90,90,90,90,90,91,92,92,92,93,93,93,93,94
29,14,67,69,71,73,75,77,79,80,81,83,84,85,86,87,87,88,89,89,89,89,89,89,90,90,90,90,90,90,91,92,92,92,92,93,93,93,93
29,29,73,75,76,78,79,81,82,83,84,85,86,86,87,88,88,89,89,89,89,90,90,90,90,90,90,90,90,90,91,92,92,92,92,92,93,93,93
39,0,44,48,52,55,59,62,65,67,70,72,75,77,79,81,82,84,85,86,86,86,87,87,87,88,88,88,89,90,90,90,91,91,91,92,92,92,93
39,4,55,58,61,64,66,69,71,73,75,77,78,80,82,83,84,85,86,87,87,87,87,87,88,88,88,88,89,90,90,90,91,91,91,91,92,92,92
39,14,63,65,68,70,72,74,76,77,79,80,81,82,83,84,85,86,87,87,87,87,88,88,88,88,88,88,89,90,90,90,90,91,91,91,91,91,91
39,29,70,71,73,75,77,78,79,80,81,82,83,84,85,86,86,87,87,87,88,88,88,88,88,88,88,88,89,90,90,90,90,90,90,91,91,91,91
50,0,39,42,46,50,54,57,60,63,66,69,71,74,76,78,80,82,83,84,84,85,85,85,86,86,87,88,88,88,89,89,89,90,90,90,90,91,91
50,4,50,53,56,59,62,65,67,70,72,74,76,77,79,81,82,83,84,85,85,85,85,86,86,86,87,88,88,88,88,89,89,89,89,89,90,90,90
50,14,58,61,64,66,68,70,72,74,76,77,79,80,81,82,83,84,85,85,85,86,86,86,86,86,87,88,88,88,88,88,89,89,89,89,89,89,89
50,29,65,67,70,71,73,75,76,78,79,80,81,82,83,83,84,85,85,86,86,86,86,86,86,86,87,88,88,88,88,88,88,88,89,89,89,89,89
62,0,32,36,40,44,48,52,55,59,62,65,68,70,73,75,78,80,82,82,83,83,84,84,85,86,86,86,87,87,87,87,88,88,88,88,88,89,89
62,4,43,46,50,53,57,60,62,65,68,70,72,74,76,78,80,81,82,83,83,83,84,84,85,86,86,86,86,86,87,87,87,87,87,87,88,88,88
62,14,52,55,58,61,63,66,68,70,72,74,75,77,78,80,81,82,83,83,84,84,84,84,85,86,86,86,86,86,86,87,87,87,87,87,87,87,87
62,29,60,62,64,67,69,71,72,74,75,77,78,79,80,81,82,83,83,84,84,84,84,84,85,86,86,86,86,86,86,86,86,86,87,87,87,87,87
74,0,23,27,32,36,41,45,49,52,56,60,63,66,69,72,75,78,80,81,81,82,83,83,84,84,84,84,85,85,85,85,85,86,86,86,86,86,87
74,4,34,37,41,45,49,53,56,59,62,65,67,70,72,75,77,79,80,81,81,82,83,83,84,84,84,84,84,84,85,85,85,85,85,85,85,86,86
74,14,43,46,49,53,56,59,62,64,67,69,71,73,75,76,78,80,81,81,82,82,83,83,84,84,84,84,84,84,84,84,84,85,85,85,85,85,85
74,29,51,53,56,59,62,64,66,68,70,72,74,75,77,78,79,80,81,81,82,82,83,83,84,84,84,84,84,84,84,84,84,84,84,84,84,84,85
85,0,14,18,23,28,32,37,41,45,50,54,58,61,65,69,72,76,78,80,80,81,81,81,81,81,82,82,82,82,82,83,83,83,83,83,84,84,84
85,4,22,25,30,34,39,43,47,51,54,58,61,64,68,71,74,76,78,80,80,81,81,81,81,81,81,81,82,82,82,82,82,82,82,82,83,83,83
85,14,29,32,37,41,45,48,52,55,58,61,64,67,70,72,75,77,78,80,80,80,81,81,81,81,81,81,81,81,81,81,82,82,82,82,82,82,82
85,29,35,39,43,46,50,53,56,59,62,64,67,69,71,73,75,77,78,80,80,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,82,82
94,0,5,9,14,19,23,28,33,38,43,47,52,57,61,66,70,75,76,77,77,77,77,78,78,78,78,78,79,79,79,79,79,79,80,80,80,80,80
94,4,7,11,16,21,26,31,35,40,44,49,53,58,62,66,70,75,76,77,77,77,77,77,77,77,78,78,78,78,78,78,78,78,79,79,79,79,79
94,14,10,14,19,24,28,33,37,42,46,50,55,59,63,67,71,75,76,76,77,77,77,77,77,77,77,77,77,77,77,78,78,78,78,78,78,78,78
94,29,12,16,21,26,31,35,39,44,48,52,56,60,64,67,71,75,76,76,76,76,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77